No. ,Weight  [mg],Name  ,Method  ,Coefficients  ,S  Area,S  [%],S  Factor,S  Blank,Moisture  [%],Memo  ,Info  ,Date       Time  
227,100.6,b2152,Standard,Low S Jan 2022,1692,0.012,1.0407,0,0,,,22.08.2022 11:40:06
228,10.6,COMPASS_MAY_2022_141,Standard,Low S Jan 2022,5336,0.361,1.0249,0,0,,,22.08.2022 11:43:16
229,10.55,COMPASS_MAY_2022_142,Standard,Low S Jan 2022,6591,0.449,1.0249,0,0,,,22.08.2022 11:46:26
230,10.02,COMPASS_MAY_2022_143,Standard,Low S Jan 2022,5005,0.358,1.0249,0,0,,,22.08.2022 11:49:43
231,10.62,COMPASS_MAY_2022_144,Standard,Low S Jan 2022,8351,0.565,1.0249,0,0,,So,22.08.2022 11:52:54
232,10.79,COMPASS_MAY_2022_145,Standard,Low S Jan 2022,10512,0.701,1.0249,0,0,,So,22.08.2022 11:56:05
233,10.54,COMPASS_MAY_2022_146,Standard,Low S Jan 2022,26662,1.826,1.0249,0,0,,So,22.08.2022 11:59:17
234,9.34,COMPASS_MAY_2022_147,Standard,Low S Jan 2022,17777,1.373,1.0249,0,0,,So,22.08.2022 12:02:30
235,10.68,COMPASS_MAY_2022_148,Standard,Low S Jan 2022,13625,0.92,1.0249,0,0,,So,22.08.2022 12:05:41
236,10.62,COMPASS_MAY_2022_149,Standard,Low S Jan 2022,29196,1.985,1.0249,0,0,,So,22.08.2022 12:08:52
237,100,MT,Standard,Low S Jan 2022,0,0,1.0249,0,0,,Snp,22.08.2022 12:12:05
238,100.86,b2152,Standard,Low S Jan 2022,1600,0.012,1.1056,0,0,,,22.08.2022 12:15:17
239,9.93,COMPASS_MAY_2022_150,Standard,Low S Jan 2022,18399,1.442,1.1056,0,0,,So,22.08.2022 12:18:27
240,10.27,COMPASS_MAY_2022_151,Standard,Low S Jan 2022,25498,1.933,1.1056,0,0,,So,22.08.2022 12:21:38
241,11.57,COMPASS_MAY_2022_152,Standard,Low S Jan 2022,20971,1.411,1.1056,0,0,,So,22.08.2022 12:24:55
242,10.82,COMPASS_MAY_2022_153,Standard,Low S Jan 2022,36763,2.648,1.1056,0,0,,So,22.08.2022 12:28:22
243,10.62,COMPASS_MAY_2022_154,Standard,Low S Jan 2022,644,0.044,1.1056,0,0,,,22.08.2022 12:31:33
244,10.31,COMPASS_MAY_2022_155,Standard,Low S Jan 2022,842,0.06,1.1056,0,0,,,22.08.2022 12:34:43
245,10.78,COMPASS_MAY_2022_156,Standard,Low S Jan 2022,483,0.031,1.1056,0,0,,,22.08.2022 12:37:58
246,10.92,COMPASS_MAY_2022_157,Standard,Low S Jan 2022,386,0.024,1.1056,0,0,,,22.08.2022 12:41:10
247,9.79,COMPASS_MAY_2022_158,Standard,Low S Jan 2022,441,0.031,1.1056,0,0,,,22.08.2022 12:44:20
248,10.21,COMPASS_MAY_2022_159,Standard,Low S Jan 2022,725,0.052,1.1056,0,0,,,22.08.2022 12:47:31
249,9.68,COMPASS_MAY_2022_160,Standard,Low S Jan 2022,582,0.043,1.1056,0,0,,,22.08.2022 12:50:45
250,100,MT,Standard,Low S Jan 2022,0,0,1.1056,0,0,,Snp,22.08.2022 14:27:25
251,99.94,b2152,Standard,Low S Jan 2022,1598,0.012,1.0967,0,0,,,22.08.2022 14:30:38
252,10.38,COMPASS_MAY_2022_161,Standard,Low S Jan 2022,504,0.034,1.0967,0,0,,,22.08.2022 14:33:49
253,11.59,COMPASS_MAY_2022_162,Standard,Low S Jan 2022,595,0.036,1.0967,0,0,,,22.08.2022 14:36:59
254,10.99,COMPASS_MAY_2022_163,Standard,Low S Jan 2022,590,0.038,1.0967,0,0,,,22.08.2022 14:40:10
255,10.38,COMPASS_MAY_2022_164,Standard,Low S Jan 2022,1238,0.089,1.0967,0,0,,,22.08.2022 14:43:23
256,10.56,COMPASS_MAY_2022_165,Standard,Low S Jan 2022,521,0.035,1.0967,0,0,,,22.08.2022 14:46:33
257,9.4,COMPASS_MAY_2022_166,Standard,Low S Jan 2022,329,0.023,1.0967,0,0,,,22.08.2022 14:49:44
258,10.41,COMPASS_MAY_2022_167,Standard,Low S Jan 2022,471,0.031,1.0967,0,0,,,22.08.2022 14:52:59
259,10.66,COMPASS_MAY_2022_168,Standard,Low S Jan 2022,748,0.051,1.0967,0,0,,,22.08.2022 14:56:10
260,10.27,COMPASS_MAY_2022_169,Standard,Low S Jan 2022,604,0.042,1.0967,0,0,,,22.08.2022 14:59:20
261,10.69,COMPASS_MAY_2022_170,Standard,Low S Jan 2022,509,0.033,1.0967,0,0,,,22.08.2022 15:02:31
262,100,MT,Standard,Low S Jan 2022,0,0,1.0967,0,0,,Snp,22.08.2022 15:05:45
263,100.13,b2152,Standard,Low S Jan 2022,1425,0.012,1.2365,0,0,,,22.08.2022 15:08:57
264,10.34,COMPASS_MAY_2022_171,Standard,Low S Jan 2022,344,0.025,1.2365,0,0,,,22.08.2022 15:12:08
265,9.87,COMPASS_MAY_2022_172,Standard,Low S Jan 2022,2352,0.204,1.2365,0,0,,,22.08.2022 15:15:18
266,100,mt,Standard,Low S Jan 2022,31,0,1.2365,0,0,ash finger inspected,Su,22.08.2022 15:30:10
267,100,mt,Standard,Low S Jan 2022,0,0,1.2365,0,0,,Snp,22.08.2022 15:33:19
268,100.67,runin,Standard,Low S Jan 2022,1621,0.014,1.2365,0,0,,,22.08.2022 15:36:29
269,100,mt,Standard,Low S Jan 2022,0,0,1.2365,0,0,,Snp,23.08.2022 10:27:41
270,100,mt,Standard,Low S Jan 2022,1,0,1.2365,0,0,,Su,23.08.2022 10:30:51
271,48.41,runin,Standard,Low S Jan 2022,819,0.014,1.2365,0,0,,,23.08.2022 10:34:02
272,52.82,runin,Standard,Low S Jan 2022,794,0.012,1.2365,0,0,,,23.08.2022 10:37:20
273,50.9,b2152,Standard,Low S Jan 2022,716,0.012,1.2968,0,0,,,23.08.2022 10:40:33
274,52.49,b2152,Standard,Low S Jan 2022,895,0.012,1.0538,0,0,,,23.08.2022 10:43:43
275,9.58,COMPASS_MAY_2022_173,Standard,Low S Jan 2022,1919,0.162,1.1753,0,0,,,23.08.2022 10:52:51
276,10.83,COMPASS_MAY_2022_174,Standard,Low S Jan 2022,1193,0.088,1.1753,0,0,,,23.08.2022 10:56:02
277,10.8,COMPASS_MAY_2022_175,Standard,Low S Jan 2022,1924,0.144,1.1753,0,0,,,23.08.2022 10:59:12
278,10.29,COMPASS_MAY_2022_176,Standard,Low S Jan 2022,2199,0.173,1.1753,0,0,,,23.08.2022 11:02:26
279,10.03,COMPASS_MAY_2022_177,Standard,Low S Jan 2022,2178,0.176,1.1753,0,0,,,23.08.2022 11:05:38
280,10.41,COMPASS_MAY_2022_178,Standard,Low S Jan 2022,2246,0.175,1.1753,0,0,,,23.08.2022 11:08:48
281,10.64,COMPASS_MAY_2022_179,Standard,Low S Jan 2022,2123,0.162,1.1753,0,0,,,23.08.2022 11:11:59
282,10.36,COMPASS_MAY_2022_180,Standard,Low S Jan 2022,3213,0.253,1.1753,0,0,,,23.08.2022 11:15:14
283,10.62,COMPASS_MAY_2022_181,Standard,Low S Jan 2022,3435,0.264,1.1753,0,0,,,23.08.2022 11:18:25
284,10.16,COMPASS_MAY_2022_182,Standard,Low S Jan 2022,3586,0.289,1.1753,0,0,,,23.08.2022 11:21:36
285,9.93,COMPASS_MAY_2022_183,Standard,Low S Jan 2022,2971,0.244,1.1753,0,0,,,23.08.2022 11:24:47
286,9.46,COMPASS_MAY_2022_184,Standard,Low S Jan 2022,2430,0.209,1.1753,0,0,,,23.08.2022 11:28:01
287,10.61,COMPASS_MAY_2022_185,Standard,Low S Jan 2022,3146,0.242,1.1753,0,0,,,23.08.2022 11:31:11
288,100,MT,Standard,Low S Jan 2022,0,0,1.1753,0,0,,Snp,23.08.2022 11:34:20
289,52.7,b2152,Standard,Low S Jan 2022,804,0.012,1.186,0,0,,,23.08.2022 11:37:32
290,10.64,COMPASS_MAY_2022_186,Standard,Low S Jan 2022,4165,0.324,1.186,0,0,,,23.08.2022 13:18:08
291,10.14,COMPASS_MAY_2022_187,Standard,Low S Jan 2022,3096,0.252,1.186,0,0,,,23.08.2022 13:21:20
292,9.75,COMPASS_MAY_2022_188,Standard,Low S Jan 2022,8957,0.765,1.186,0,0,,So,23.08.2022 13:24:30
293,9.47,COMPASS_MAY_2022_189,Standard,Low S Jan 2022,5509,0.483,1.186,0,0,,,23.08.2022 13:27:40
294,10.25,COMPASS_MAY_2022_190,Standard,Low S Jan 2022,7216,0.585,1.186,0,0,,,23.08.2022 13:30:58
295,11.13,COMPASS_MAY_2022_191,Standard,Low S Jan 2022,3173,0.235,1.186,0,0,,,23.08.2022 13:34:09
296,9.83,COMPASS_MAY_2022_192,Standard,Low S Jan 2022,5410,0.457,1.186,0,0,,,23.08.2022 13:37:20
297,10.78,COMPASS_MAY_2022_193,Standard,Low S Jan 2022,2196,0.167,1.186,0,0,,,23.08.2022 13:40:31
298,10.2,COMPASS_MAY_2022_194,Standard,Low S Jan 2022,1386,0.11,1.186,0,0,,,23.08.2022 13:43:44
299,9.65,COMPASS_MAY_2022_195,Standard,Low S Jan 2022,4838,0.415,1.186,0,0,,,23.08.2022 13:46:55
300,10.62,COMPASS_MAY_2022_196,Standard,Low S Jan 2022,449,0.032,1.186,0,0,,,23.08.2022 13:50:06
301,10.35,COMPASS_MAY_2022_197,Standard,Low S Jan 2022,275,0.018,1.186,0,0,,,23.08.2022 13:53:17
302,10.68,COMPASS_MAY_2022_198,Standard,Low S Jan 2022,323,0.022,1.186,0,0,,,23.08.2022 13:56:32
303,11.41,COMPASS_MAY_2022_199,Standard,Low S Jan 2022,222,0.013,1.186,0,0,,,23.08.2022 13:59:43
304,100,mt,Standard,Low S Jan 2022,0,0,1.186,0,0,,Snp,23.08.2022 14:02:53
305,51.58,b2152,Standard,Low S Jan 2022,892,0.012,1.0392,0,0,,,23.08.2022 14:06:04
306,10.52,COMPASS_MAY_2022_207,Standard,Low S Jan 2022,522,0.033,1.0392,0,0,,,23.08.2022 14:09:17
307,11,COMPASS_MAY_2022_208,Standard,Low S Jan 2022,716,0.044,1.0392,0,0,,,23.08.2022 14:12:28
308,10.69,COMPASS_MAY_2022_209,Standard,Low S Jan 2022,830,0.054,1.0392,0,0,,,23.08.2022 14:15:39
309,9.04,COMPASS_MAY_2022_210,Standard,Low S Jan 2022,1005,0.078,1.0392,0,0,,,23.08.2022 14:18:51
310,10.77,COMPASS_MAY_2022_211,Standard,Low S Jan 2022,477,0.029,1.0392,0,0,,,23.08.2022 14:22:03
311,10.18,COMPASS_MAY_2022_212,Standard,Low S Jan 2022,111,0.005,1.0392,0,0,,,23.08.2022 14:25:14
312,11.69,COMPASS_MAY_2022_214,Standard,Low S Jan 2022,218,0.011,1.0392,0,0,,,23.08.2022 14:28:24
313,10.7,COMPASS_MAY_2022_171,Standard,Low S Jan 2022,184,0.009,1.0392,0,0,,,23.08.2022 14:31:39
314,10.04,COMPASS_MAY_2022_172,Standard,Low S Jan 2022,2229,0.159,1.0392,0,0,,,23.08.2022 14:34:51
315,100,mt,Standard,Low S Jan 2022,0,0,1.0392,0,0,,Snp,23.08.2022 14:38:01
316,52.01,b2152,Standard,Low S Jan 2022,1434,0.012,0.6383,0,0,skip,,23.08.2022 14:41:12
317,100,mt,Standard,Low S Jan 2022,0,0,0.6383,0,0,,Snp,24.08.2022 09:26:54
318,100,mt,Standard,Low S Jan 2022,0,0,0.6383,0,0,,Snp,24.08.2022 09:30:04
319,52.5,b2152,Standard,Low S Jan 2022,892,0.012,1.0583,0,0,,,24.08.2022 09:33:14
320,55.05,b2152,Standard,Low S Jan 2022,805,0.012,1.2364,0,0,,,24.08.2022 09:36:24
321,50.2,b2152,Standard,Low S Jan 2022,1667,0.012,0.5272,0,0,"tin boat error, stacked boats",,24.08.2022 09:39:40
322,0,,,,0,0,0.9406,0,0,,, 
